"sum","parliament_number","pid","mid"
"76848",39,24,2631
"76853",36,842,2712
"76928",36,4317,3130
"76965",41,8737,4076
"77024",35,2502,3214
"77169",36,6518,2736
"77361",35,6518,3340
"77369",39,178,1409
"77578",36,230,3273
"77579",35,30,3119
"77583",37,3410,2594
"77585",39,456,586
"77826",36,142,2461
"77967",39,459,604
"78074",36,3849,3327
"78242",35,4882,3245
"78274",41,8361,4031
"78637",36,216,2449
"78666",36,6437,3305
"79074",35,5767,3131
"79083",40,132,1241
"79267",36,6526,2738
"79321",39,296,1538
"79611",35,3985,3066
"79792",35,6347,3278
"80060",40,455,583
"80129",39,48,1524
"80145",35,121,3335
"80248",40,205,2553
"80293",39,152,1240
"80318",39,56,1455
"80378",40,584,1069
"80481",36,4033,2476
"80522",41,418,4086
"80531",41,8596,4062
"80624",39,304,1417
"80632",36,3132,2497
"80641",35,2100,3099
"80675",40,612,1124
"80701",37,5100,1792
"80719",40,31,1471
"80738",39,101,1525
"80826",39,429,440
"80888",36,58,2541
"80905",40,578,1214
"80910",39,273,1344
"80951",39,452,567
"81127",39,88,1350
"81162",36,3017,3068
"81180",40,448,534
"81261",35,4682,3209
"81287",39,136,1288
"81314",39,184,3232
"81375",39,237,1362
"81455",39,22,1281
"81494",37,266,1839
"81498",39,439,492
"81583",36,2064,2485
"81660",41,8904,4087
"81688",40,81,1282
"81773",39,427,420
"81797",37,2820,2704
"81931",37,3160,3106
"82029",36,2820,2704
"82134",40,286,1360
"82162",39,241,2587
"82178",37,191,1692
"82271",36,3985,3066
"82311",37,3102,1584
"82319",39,103,1533
"82398",38,221,1781
"82416",40,105,1485
"82426",36,130,3260
"82483",38,186,1270
"82488",39,294,1377
"82608",40,447,529
"82776",39,16,1391
"82815",41,1241,4110
"82838",37,112,3306
"82841",39,59,1253
"83135",36,133,3095
"83136",39,78,1331
"83163",36,4395,2550
"83427",41,448,534
"83443",39,288,1749
"83474",39,432,458
"83850",35,6256,3248
"84429",35,6885,3098
"84564",40,157,1415
"84577",39,43,1541
"84741",40,425,413
"84856",35,4405,3182
"84878",35,6354,3279
"84895",36,59,2464
"84900",39,53,3677
"84936",37,1503,1582
"85073",36,3866,2735
"85075",39,31,1471
"85201",40,112,3306
"85218",37,246,1830
"85326",35,95,3089
"85384",40,287,1306
"85476",37,4961,3262
"85502",41,8646,4144
"85534",40,95,1027
"85726",41,877,4073
"85738",35,4022,3077
"85974",39,291,1299
"86150",38,73,1510
"86179",36,1503,2484
"86183",37,5338,1841
"86404",37,96,3253
"86621",41,8446,4044
"86731",40,553,1040
"86738",39,137,1284
"86982",40,248,1474
"87081",40,102,1370
"87122",40,574,1078
"87136",39,402,327
"87182",35,3017,3068
"87269",39,218,1600
"87285",37,144,2702
"87378",36,305,3070
"87463",35,5228,3292
"87501",40,245,552
"87720",41,607,1170
"87758",36,112,3306
"87758",41,596,1072
"87763",39,157,1415
"87786",39,105,1485
"87794",41,675,4088
"87837",37,189,3653
"88003",41,417,376
"88088",40,208,1283
"88096",35,6300,3264
"88125",36,195,2624
"88250",39,109,3102
"88273",40,400,322
"88452",36,5642,3104
"88642",36,204,3069
"88661",37,128,3286
"88875",39,433,464
"88992",36,119,2521
"89019",37,305,1566
"89021",36,1738,2659
"89068",39,417,376
"89101",37,5142,3301
"89187",39,245,552
"89249",35,6472,3321
"89308",38,189,3653
"89349",35,5704,3116
"89393",37,4458,3162
"89489",35,3715,3282
"89494",41,176,3250
"89521",41,784,4074
"89549",40,216,1236
"89557",40,25,1258
"89631",37,3831,1770
"89729",37,5192,1810
"89763",39,238,3672
"89782",41,121,2745
"89796",39,208,1283
"89840",36,3175,2509
"89936",40,56,1455
"89939",39,10,1460
"90029",41,23,1507
"90068",41,300,1275
"90073",41,8529,4048
"90088",40,414,364
"90108",40,581,1175
"90220",37,124,2640
"90341",35,27,3246
"90380",41,8810,4080
"90397",37,4259,1611
"90505",40,52,3222
"90553",39,215,526
"90685",40,151,1339
"90867",40,586,1000
"90884",35,252,3324
"90967",40,238,3672
"91025",40,38,1468
"91033",35,4983,3267
"91109",39,202,512
"91180",39,422,397
"91217",39,7,1242
"91251",40,233,1394
"91369",39,150,3225
"91517",41,552,938
"91568",39,404,337
"91732",40,572,1046
"92104",41,553,1040
"92231",41,9244,4153
"92392",40,412,361
"92392",40,21,3687
"92745",39,174,1286
"92746",35,130,3260
"92791",36,4949,2663
"92964",39,397,312
"92975",41,178,1409
"93116",35,109,3102
"93493",36,76,3683
"93589",37,5063,2687
"93810",37,239,1556
"93964",40,165,1436
"94021",41,545,780
"94054",38,177,1332
"94134",39,131,1238
"94213",37,4156,1593
"94330",38,283,1646
"94362",41,216,1236
"94447",39,257,564
"94483",39,1,1274
"94562",36,4259,2514
"94758",39,305,1251
"94841",40,237,1362
"94843",41,290,1536
"94896",37,195,2624
"95016",35,7629,3230
"95090",37,175,1581
"95094",39,165,1436
"95224",35,5526,3078
"95251",37,4317,3130
"95378",40,55,1403
"95379",40,291,1299
"95381",38,195,1423
"95415",35,230,3273
"95447",39,447,529
"95471",36,3221,2525
"96162",41,201,1262
"96173",39,112,3306
"96245",37,5083,3288
"96261",40,260,3671
"96289",41,583,969
"96315",39,246,1528
"96348",39,264,3650
"96369",35,7135,3146
"96372",41,8886,4113
"96406",39,41,1824
"96715",40,262,1357
"96770",41,8479,4127
"96782",37,3033,1580
"96908",41,8528,4047
"96911",37,3071,1577
"97228",40,50,3681
"97325",37,4882,3245
"97705",40,593,1205
"97744",39,87,1371
"97821",38,76,3683
"97841",40,130,436
"97913",41,287,1306
"97949",39,242,1640
"98061",37,183,1607
"98069",37,4033,1573
"98115",39,282,590
"98213",41,9183,4107
"98216",36,151,2548
"98223",39,299,2625
"98251",41,175,1276
"98299",41,1820,4057
"98379",37,130,1762
"98395",37,3221,2525
"98522",40,452,567
"98525",35,6729,3076
"98529",35,94,3287
"98583",41,8659,4147
"98764",39,139,1343
"98998",35,3465,3210
"99025",35,4249,3110
"99156",39,461,610
"99160",40,550,829
"99238",41,50,3681
"99247",36,4501,3172
"99252",41,605,1190
"99279",40,297,1521
"99317",40,591,1081
"99459",36,3164,2506
"99524",41,595,1166
"99653",39,102,1370
"99659",41,68,2668
"99714",40,446,525
"99906",39,79,1317
"99957",36,5338,2743
"99999",40,576,1149
"100125",39,37,1432
"100151",39,306,1364
"100164",38,146,1265
"100916",37,220,1608
"100981",38,137,1284
"100983",41,8975,4091
"101088",37,1,1579
"101196",37,296,1840
"101344",39,104,414
"101393",40,211,1616
"101418",37,4682,3209
"101812",36,5258,3323
"101865",36,3102,3090
"101866",41,87,1371
"101874",36,3681,2684
"102023",36,174,2493
"102070",40,304,1417
"102089",37,9,1833
"102106",38,301,1310
"102123",35,6299,3275
"102131",39,396,311
"102183",41,8517,4139
"102383",37,113,1718
"102483",35,5806,3147
"102653",39,118,3165
"102944",35,6333,3297
"103114",40,573,1071
"103151",36,5192,2713
"103265",39,236,543
"103291",41,9132,4102
"103610",39,277,1267
"103869",39,406,342
"104006",35,5642,3104
"104050",36,4156,2495
"104090",35,6527,3332
"104153",36,5100,3291
"104236",40,101,1525
"104239",41,8997,4092
"104276",41,590,1233
"104279",40,589,979
"104504",37,838,1702
"104603",40,277,1267
"104644",37,174,1591
"104680",35,4873,3243
"104925",40,79,1317
"105075",37,250,1797
"105162",39,419,391
"105292",40,188,1419
"105388",35,6811,3087
"105577",39,55,1403
"105661",40,242,1640
"105750",37,94,3287
"105867",40,178,1409
"105922",35,7859,3280
"106234",40,437,487
"106376",41,416,374
"106419",35,6329,3272
"106628",36,7,2453
"106814",37,3482,3216
"106830",39,287,1306
"106850",41,610,1023
"107143",36,4434,3155
"107207",41,8818,4081
"107495",41,588,1054
"107675",39,449,539
"107713",39,18,3194
"107855",40,439,492
"107892",37,4718,2614
"108219",37,95,1598
"108320",39,435,475
"108419",39,130,436
"108468",36,2100,3099
"108639",35,6437,3305
"108643",41,1766,4135
"108704",41,398,313
"108814",36,14,3317
"108840",40,395,1543
"108873",40,456,586
"109009",40,41,1824
"109143",40,618,929
"109230",35,5178,3307
"109420",36,192,2543
"109447",40,600,1068
"109746",39,68,2668
"109809",40,423,404
"109846",35,4464,3163
"109969",41,618,929
"110262",36,3482,3216
"110282",39,2,1243
"110288",37,3017,1564
"110373",35,5546,3093
"110435",41,420,392
"110572",41,102,1370
"110755",40,417,376
"111057",41,594,1083
"111163",36,3870,2737
"111174",37,121,2745
"111454",35,4478,3166
"111572",41,580,1102
"111611",41,148,454
"112062",35,2064,3088
"112134",35,5214,3315
"112285",40,243,1382
"112695",40,585,1011
"113001",36,187,3285
"113022",40,219,3654
"113119",35,5558,3094
"113185",36,94,3287
"113668",35,7612,3227
"113693",38,15,1844
"113707",39,298,606
"113738",41,400,322
"113784",36,43,3342
"113794",35,5011,3309
"113809",36,5321,2740
"113937",37,159,3298
"114116",41,617,1226
"114662",40,24,2631
"114722",39,453,580
"114875",35,5266,3325
"115038",37,44,1336
"115162",36,284,3073
"115339",37,142,1558
"115449",39,434,466
"115618",35,14,3317
"115877",39,151,1339
"116209",39,403,332
"116516",41,189,3653
"117200",40,461,610
"117201",40,300,1275
"117252",39,269,1255
"117367",35,6802,3086
"117592",38,3358,3175
"117684",37,284,1568
"117711",40,9,1531
"117735",37,59,1561
"117763",41,6,1250
"117852",39,411,358
"117886",35,7038,3121
"117935",41,609,1156
"118296",39,132,1241
"118749",37,132,3649
"119267",40,193,1405
"119397",36,2256,2549
"119475",40,607,1170
"119762",37,230,3273
"120013",35,563,3256
"120109",41,219,3654
"120370",40,64,1440
"120470",41,413,362
"120550",40,82,1484
"120994",41,8333,3699
"121131",40,8342,3701
"121356",41,434,466
"121382",37,3849,1827
"121424",35,3102,3090
"121482",40,240,1358
"121800",40,270,1244
"122004",35,6507,3341
"122412",41,8436,4042
"122627",41,998,4037
"122896",41,8582,4059
"122907",36,3949,2457
"123034",41,8823,4082
"123150",41,8500,4133
"123316",41,113,1416
"123453",37,243,1687
"123468",35,3849,3327
"123857",36,1,2481
"124004",39,450,545
"124130",41,8656,4146
"124215",37,4361,2542
"124247",41,604,963
"124264",40,442,518
"124389",35,3127,3085
"124682",36,2379,2632
"124687",39,200,1254
"124783",37,216,1546
"124851",37,2684,1771
"124916",39,188,1419
"125014",41,401,326
"125105",41,584,1069
"125201",41,428,429
"125447",40,449,539
"125677",39,14,3317
"125854",40,197,1414
"125882",35,3071,3091
"126109",35,128,3286
"126120",39,9,1531
"126201",40,549,722
"126373",36,5358,2448
"126374",35,133,3095
"126637",36,159,3298
"127074",39,444,521
"127205",35,4533,3179
"127221",39,197,1414
"127430",36,25,2463
"127466",40,551,854
"127701",35,284,3073
"127767",39,414,364
"128315",36,276,2547
"128463",39,268,1304
"128647",37,4228,2507
"128945",40,435,475
"129095",36,4228,2507
"129297",37,4630,2599
"129430",39,216,1236
"129437",40,29,1513
"129466",41,8625,4068
"129995",37,285,1625
"130182",41,64,1440
"130198",41,729,4119
"130229",39,204,1257
"130294",35,6668,3065
"130509",39,400,322
"130560",39,219,3654
"130580",41,9130,4101
"130733",39,211,1616
"130749",35,204,3069
"130848",40,28,1308
"130933",40,5,1397
"130975",37,242,1640
"131072",39,220,1305
"131223",41,572,1046
"131400",39,451,561
"131778",35,4156,3101
"131955",41,575,1121
"131996",41,286,1360
"132651",41,246,1528
"132664",39,201,1262
"132790",41,8505,4134
"132881",39,307,1529
"133103",41,3139,4100
"133156",40,268,1304
"133519",35,116,3311
"133538",41,453,580
"133603",39,262,1357
"133768",41,157,1415
"133983",41,452,567
"134002",39,440,498
"134047",35,131,3053
"134422",41,8558,4053
"134660",41,9243,4154
"134904",40,186,1270
"135181",40,177,1332
"135350",39,192,2543
"135389",41,8753,4079
"135539",38,185,2515
"135754",37,1951,2460
"136354",39,240,1358
"136370",41,276,1338
"136389",41,9152,4104
"136456",35,3949,3050
"136659",40,10,1460
"136771",40,202,512
"136792",37,3649,1773
"137093",35,3925,3055
"137300",40,582,1230
"137472",40,408,346
"137503",41,8682,4098
"137815",40,144,2702
"137830",39,205,2553
"138069",41,100,1645
"138102",35,6598,3054
"138131",41,1063,4039
"138218",40,80,2499
"138276",40,577,1028
"138929",40,433,464
"138931",40,191,1387
"139150",40,557,1099
"139255",36,3358,3175
"139610",41,8571,4056
"139784",39,91,401
"139784",40,301,1310
"139899",37,25,1560
"140272",41,21,3687
"140317",39,405,339
"140326",36,137,3096
"140452",39,195,1423
"140472",41,132,1241
"140800",35,2,3052
"140869",41,202,512
"140889",36,2,2454
"140914",39,408,346
"141116",36,285,2523
"141314",35,112,3306
"141327",40,152,1240
"141353",35,99,3064
"141626",41,8353,4033
"141727",39,425,413
"141850",41,8350,4143
"142209",41,5,1397
"142610",41,8474,4125
"142631",39,260,3671
"142710",39,445,522
"142768",39,82,1484
"142820",37,2111,2473
"143069",41,8736,4075
"143416",41,2534,4116
"143544",36,3033,2482
"143713",36,4961,3262
"143767",41,551,854
"143895",40,555,995
"144224",37,270,1552
"144290",37,76,3683
"144684",36,80,2499
"145035",41,8828,4120
"145315",41,582,1230
"145457",36,3288,2544
"145803",41,8465,4124
"145908",39,28,1308
"146205",35,137,3096
"146218",35,4255,3114
"146348",39,239,1248
"146367",41,2703,4136
"146379",35,7874,3284
"146461",40,415,372
"146634",39,177,1332
"147001",35,3943,3057
"147022",40,53,3677
"147113",39,199,1492
"147507",40,601,1048
"147536",35,3553,3156
"147553",39,168,1453
"148072",35,4958,3261
"148285",39,286,1360
"148638",41,69,1444
"149020",41,8790,4111
"149048",40,440,498
"149202",36,3071,2480
"149231",36,2934,2739
"149326",37,5241,3320
"149418",35,43,3342
"149691",37,3681,2684
"149909",39,420,392
"149927",39,401,326
"149934",40,44,1336
"149976",41,9172,4106
"150190",39,81,1282
"150201",40,65,1373
"150269",36,301,2516
"150460",41,8603,4063
"150608",40,169,1464
"150750",40,14,3317
"151035",41,581,1175
"151413",41,579,1167
"152032",35,5258,3323
"152067",41,1823,4058
"152333",35,132,3056
"152482",36,4405,2645
"152487",39,21,3687
"152670",40,221,1781
"152703",37,119,2521
"152733",41,593,1205
"153459",41,55,1403
"153960",37,277,1575
"154279",37,43,1843
"154643",37,287,1609
"154694",41,613,1183
"154795",35,6303,3265
"154952",37,201,1569
"155138",37,69,1746
"155355",39,25,1258
"155602",41,193,1405
"155712",37,304,2606
"155983",39,280,2588
"156111",36,5241,3320
"156308",40,239,1248
"156388",41,8690,4035
"157493",40,444,521
"157594",41,8749,4078
"157988",39,167,3226
"158215",40,453,580
"158394",39,186,1270
"158648",40,430,441
"159051",37,14,3317
"159245",39,80,2499
"159610",39,65,1373
"160281",38,279,3198
"160333",39,416,374
"160334",41,587,973
"160483",40,173,1534
"160975",36,3094,2496
"161167",39,191,1387
"161220",39,23,1507
"161337",41,302,1363
"161478",40,164,1514
"161658",37,80,2499
"161675",40,416,374
"161826",39,169,1464
"161990",41,461,610
"162143",36,198,3277
"162209",36,279,3198
"162396",37,29,1813
"162474",41,704,4077
"162481",41,89,3686
"163372",39,430,441
"163493",40,597,931
"163539",41,8664,4094
"163559",41,8491,4130
"163726",37,137,1589
"163834",40,195,1423
"163853",36,172,3316
"163869",40,155,1539
"164070",39,76,3683
"164229",41,8442,4043
"164291",41,8618,4066
"164543",41,412,361
"164785",39,243,1382
"164887",41,408,346
"164940",39,5,1397
"165125",39,423,404
"165466",37,3905,1545
"165534",39,212,1396
"165817",39,207,517
"165848",39,424,410
"166043",39,29,1513
"166076",40,167,3226
"166711",35,3033,3082
"166716",40,454,576
"166746",39,233,1394
"166836",41,270,1244
"167434",41,458,601
"167662",35,5192,3310
"167802",41,600,1068
"167929",37,58,2541
"168235",40,15,1844
"168463",41,9,1531
"168794",40,405,339
"169659",39,283,1646
"170165",37,3164,1603
"170214",41,546,826
"170223",41,24,2631
"170624",40,200,1254
"170791",40,460,607
"171279",41,8642,4142
"171287",35,5019,3274
"171294",41,143,450
"171774",40,424,410
"171786",37,269,1563
"171796",35,198,3277
"171956",41,25,1258
"172001",40,434,466
"172002",41,415,372
"172193",41,456,586
"173297",37,192,2543
"173417",35,279,3198
"173418",41,151,1339
"173884",41,1804,4060
"173928",39,443,519
"174298",39,276,1338
"174371",37,151,2548
"174448",40,420,392
"174997",41,611,1173
"175188",39,164,1514
"175512",41,435,475
"175606",40,276,1338
"175637",36,277,2478
"175745",40,143,450
"175929",41,155,1539
"176007",36,30,3119
"176054",41,9042,4118
"176215",41,191,1387
"176296",41,440,498
"176520",37,3870,2737
"176538",37,208,1587
"177076",40,265,571
"177705",41,423,404
"177799",36,152,2451
"178608",41,8614,4065
"178899",41,268,1304
"179172",40,209,1450
"179617",40,203,3187
"179765",41,8678,4097
"180195",39,155,1539
"180604",40,212,1396
"181161",41,8551,4140
"181334",35,25,3071
"181344",37,4405,1649
"181659",41,8547,4051
"181742",36,2399,2644
"181942",41,208,1283
"182029",35,187,3285
"182098",35,269,3067
"182168",41,430,441
"183186",41,1172,4131
"183502",40,23,1507
"183669",40,199,1492
"183863",40,109,3102
"183876",37,204,1565
"184033",41,9199,4109
"184328",41,396,311
"184461",41,550,829
"184753",39,460,607
"184801",41,446,525
"185019",41,255,1480
"185248",37,276,1643
"185291",35,4961,3262
"185470",39,189,3653
"185489",40,119,2521
"186229",39,193,1405
"186312",39,253,560
"186772",37,198,3277
"187544",41,8712,4071
"188007",41,237,1362
"188527",39,143,450
"188605",41,8337,3700
"188902",35,5412,3062
"189418",39,144,2702
"189556",35,159,3298
"189937",37,3175,2509
"190184",40,608,1029
"190427",36,185,2515
"190940",37,186,1574
"190987",41,8959,4089
"191088",40,189,3653
"191862",41,212,1396
"192098",41,8896,4085
"192373",36,73,2685
"192441",40,185,2515
"192770",41,8685,4034
"192823",35,5100,3291
"193158",41,260,3671
"193361",41,28,1308
"193628",36,44,2545
"194218",36,4630,2599
"195259",39,270,1244
"196255",36,4051,3083
"196376",41,242,1640
"196670",35,5724,3118
"196716",41,8621,4067
"196943",35,203,3187
"197154",37,2934,1837
"198217",41,603,1067
"198378",35,1,3084
"198648",40,139,1343
"198771",35,4501,3172
"199912",37,15,1844
"200143",41,939,4145
"201350",37,152,1548
"201848",41,612,1124
"202183",41,578,1214
"202443",36,269,3067
"202620",37,221,1781
"203537",35,305,3070
"204232",41,195,1423
"204891",41,9227,4099
"204992",41,585,4083
"206082",40,401,326
"206259",36,3925,3055
"206714",41,8915,4115
"206966",37,81,3693
"207036",41,1037,4114
"208157",41,78,1331
"208216",39,203,3187
"208293",41,1326,4129
"208642",41,8461,4123
"209164",41,9253,4152
"209375",35,3358,3175
"210219",41,573,1071
"211041",35,186,3080
"211427",37,172,3316
"211784",40,443,519
"212312",40,168,1453
"212468",36,186,3080
"212750",40,11,1434
"212849",39,122,1353
"213312",40,421,396
"213684",41,439,492
"214860",41,119,2521
"215204",40,554,1063
"216322",41,405,339
"216872",41,1371,4045
"217030",41,243,1382
"217043",41,3658,4137
"217440",41,8406,4041
"219409",39,454,576
"219476",35,5241,3320
"219646",39,96,3253
"219959",41,173,1534
"220237",39,209,1450
"222419",41,1816,4126
"223942",37,135,3670
"225000",39,300,1275
"225415",40,74,1277
"225770",37,30,3119
"226585",35,6543,3329
"227202",41,557,1099
"227493",37,158,1758
"228836",37,301,2516
"231990",39,421,396
"232205",40,96,3253
"232917",41,598,942
"233277",41,8392,4040
"233399",40,75,1287
"235454",38,"",""
"235485",40,253,560
"235886",41,177,1332
"236203",41,109,3102
"236723",40,261,1264
"236990",39,198,1473
"237552",41,233,1394
"237732",39,221,1781
"238768",37,73,2685
"240006",41,577,1028
"242387",40,298,606
"243156",41,733,4090
"243274",39,301,1310
"244033",40,69,1444
"248240",41,8700,4070
"248713",41,8918,4117
"249906",37,3094,1594
"250329",39,173,1534
"250699",41,421,396
"251777",36,99,3064
"252091",39,15,1844
"253282",41,601,1048
"256945",41,80,2499
"256965",41,460,607
"258200",41,589,979
"259626",39,295,1448
"261710",37,279,3198
"263097",39,74,1277
"263289",35,172,3316
"263327",39,11,1434
"265891",39,75,1287
"266884",41,265,571
"267376",39,119,2521
"268704",39,73,381
"268949",40,546,826
"269743",41,616,1007
"270226",35,277,3081
"270453",37,3358,3175
"271562",40,616,1007
"272569",40,158,465
"272743",39,261,1264
"275425",41,152,1240
"277040",39,69,1444
"279004",40,146,1265
"283041",41,9240,4150
"288967",41,256,1535
"292076",41,597,931
"292642",41,608,1029
"292779",41,44,1336
"293991",39,158,465
"294172",37,185,2515
"294815",41,295,1448
"298552",41,72,3673
"303685",41,185,2515
"309549",37,99,1559
"313766",35,3930,3051
"319845",35,73,3281
"322157",41,74,1277
"333446",39,185,2515
"339631",36,177,2546
"346135",39,146,1265
"346249",41,445,4084
"347684",41,2038,4103
"352628",41,65,1373
"362921",41,239,1248
"379369",41,96,3253
"396993",37,177,2546
"398498",41,1082,4141
"412432",41,146,1265
"430514",41,11,1434
"433651",39,279,3198
"436489",41,9166,4105
"447151",41,75,1287
"451049",41,9187,4108
"454581",41,1772,4138
"463113",40,279,3198
"471251",41,554,1063
"540378",40,599,1111
"585630",35,"",""
"612179",36,"",""
"615955",37,"",""
"987305",41,4264,4032
"15553521",39,"",""
"15882447",40,"",""
"21489876",41,"",""
